Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S00321,23,male,16,auditory,1,yes,79.0,59.0,98.0,yes,medium,9,5,C
S00322,22,female,44,kinesthetic,9,yes,95.0,100.0,74.0,no,medium,28,8,A
S00323,19,female,26,kinesthetic,0,yes,67.0,74.0,89.0,no,medium,4,4,B
S00324,28,male,12,reading/writing,3,no,95.0,52.0,78.0,yes,medium,5,8,D
S00325,23,female,48,reading/writing,15,yes,51.0,64.0,50.0,yes,low,14,7,C
S00326,19,female,9,auditory,5,yes,100.0,49.0,95.0,yes,low,13,8,D
S00327,21,female,23,reading/writing,2,yes,54.0,98.0,95.0,no,medium,0,5,A
S00328,23,male,38,visual,5,yes,70.0,76.0,76.0,yes,medium,16,4,B
S00329,27,male,23,auditory,11,yes,68.0,55.0,80.0,no,medium,9,6,C
S00330,20,female,30,reading/writing,11,yes,54.0,80.0,89.0,yes,low,1,5,B
S00331,24,other,40,reading/writing,4,yes,95.0,73.0,87.0,yes,medium,21,4,B
S00332,25,male,48,auditory,14,no,76.0,63.0,71.0,yes,high,1,6,C
S00333,22,female,48,visual,6,yes,96.0,91.0,95.0,no,medium,16,5,A
S00334,26,male,8,visual,18,no,72.0,70.0,90.0,yes,medium,10,7,B
S00335,26,male,38,auditory,19,no,64.0,52.0,63.0,yes,low,9,6,D
S00336,27,female,46,kinesthetic,13,no,82.0,89.0,62.0,yes,medium,1,5,A
S00337,23,female,49,kinesthetic,11,yes,68.0,93.0,56.0,no,high,29,7,A
S00338,21,male,8,reading/writing,9,yes,57.0,78.0,63.0,no,medium,19,6,B
S00339,23,female,10,auditory,0,no,53.0,69.0,79.0,yes,low,13,7,C
S00340,25,male,13,auditory,5,no,68.0,67.0,51.0,yes,high,18,5,C
S00341,21,male,7,kinesthetic,14,no,61.0,46.0,81.0,yes,low,18,9,D
S00342,18,male,19,kinesthetic,10,no,92.0,96.0,92.0,no,medium,30,6,A
S00343,23,male,20,visual,13,yes,77.0,74.0,79.0,yes,medium,13,6,B
S00344,23,male,43,reading/writing,10,no,85.0,44.0,97.0,no,high,28,4,D
S00345,20,male,11,kinesthetic,8,yes,81.0,77.0,59.0,yes,medium,13,6,B
S00346,23,female,12,reading/writing,3,no,92.0,74.0,73.0,yes,medium,8,7,B
S00347,26,male,42,auditory,14,no,52.0,100.0,95.0,no,high,3,8,A
S00348,19,female,44,visual,2,yes,70.0,87.0,84.0,no,medium,13,4,A
S00349,24,male,7,auditory,16,no,95.0,53.0,55.0,no,medium,26,7,D
S00350,22,female,8,reading/writing,19,no,62.0,92.0,53.0,yes,low,26,9,A
S00351,29,female,43,reading/writing,1,no,65.0,47.0,89.0,yes,low,19,9,D
S00352,28,female,35,auditory,14,no,72.0,51.0,56.0,yes,high,13,5,D
S00353,20,female,23,visual,12,no,54.0,47.0,80.0,no,medium,17,5,D
S00354,29,male,28,visual,9,yes,58.0,84.0,53.0,yes,medium,0,9,B
S00355,19,male,34,auditory,17,no,64.0,60.0,69.0,yes,low,26,8,C
S00356,24,female,21,auditory,20,no,51.0,60.0,56.0,yes,high,2,8,C
S00357,27,female,5,auditory,19,yes,89.0,47.0,80.0,yes,low,28,10,D
S00358,25,other,49,auditory,12,no,76.0,70.0,55.0,no,low,17,9,B
S00359,26,male,15,kinesthetic,3,yes,55.0,86.0,55.0,yes,high,12,8,A
S00360,29,female,17,kinesthetic,9,no,52.0,69.0,67.0,no,high,20,8,C
S00361,25,male,10,auditory,10,yes,91.0,64.0,69.0,yes,high,7,10,C
S00362,20,male,6,auditory,13,yes,90.0,77.0,87.0,yes,medium,10,4,B
S00363,26,female,12,kinesthetic,5,no,89.0,78.0,61.0,no,high,1,5,B
S00364,18,female,30,reading/writing,5,no,77.0,55.0,56.0,yes,high,20,9,C
S00365,19,male,44,reading/writing,0,no,64.0,56.0,98.0,no,medium,27,5,C
S00366,22,female,45,auditory,7,no,63.0,75.0,60.0,yes,low,4,6,B
S00367,29,male,8,reading/writing,15,no,64.0,76.0,87.0,yes,medium,15,5,B
S00368,19,male,45,reading/writing,15,no,92.0,84.0,91.0,yes,high,18,7,B
S00369,27,male,34,visual,5,yes,93.0,45.0,89.0,yes,medium,5,8,D
S00370,24,female,26,visual,7,no,91.0,42.0,50.0,yes,low,29,9,D
S00371,27,male,41,reading/writing,2,no,51.0,91.0,60.0,yes,medium,3,7,A
S00372,18,male,49,auditory,1,no,100.0,86.0,86.0,no,low,26,9,A
S00373,20,male,38,kinesthetic,15,yes,88.0,68.0,77.0,yes,high,6,10,C
S00374,29,female,29,auditory,16,no,90.0,83.0,51.0,yes,medium,18,6,B
S00375,25,female,11,kinesthetic,5,yes,95.0,55.0,67.0,yes,high,28,7,C
S00376,20,male,6,kinesthetic,20,yes,64.0,64.0,57.0,no,low,3,9,C
S00377,28,female,47,kinesthetic,17,no,98.0,81.0,75.0,yes,medium,9,4,B
S00378,27,female,44,auditory,20,yes,70.0,89.0,56.0,yes,medium,24,7,A
S00379,25,female,43,reading/writing,14,yes,56.0,88.0,77.0,yes,medium,2,4,A
S00380,23,male,39,visual,10,no,87.0,89.0,77.0,no,high,18,7,A
S00381,21,male,36,auditory,12,yes,91.0,53.0,87.0,no,medium,1,10,D
S00382,27,female,18,visual,1,yes,87.0,86.0,51.0,yes,low,1,8,A
S00383,18,female,47,reading/writing,6,yes,64.0,76.0,80.0,yes,medium,10,4,B
S00384,18,male,46,visual,18,no,57.0,50.0,87.0,yes,low,14,8,D
S00385,23,female,6,auditory,6,yes,62.0,92.0,60.0,no,low,3,8,A
S00386,28,female,29,kinesthetic,12,no,75.0,76.0,71.0,yes,medium,18,10,B
S00387,20,male,22,visual,17,yes,50.0,45.0,88.0,yes,medium,5,5,D
S00388,23,male,48,visual,16,yes,98.0,89.0,63.0,yes,medium,28,7,A
S00389,27,female,20,kinesthetic,13,no,68.0,56.0,61.0,yes,medium,19,6,C
S00390,26,male,16,kinesthetic,6,yes,55.0,95.0,58.0,no,low,17,7,A
S00391,18,male,46,kinesthetic,8,no,59.0,69.0,97.0,yes,medium,21,8,C
S00392,28,male,29,visual,14,yes,82.0,77.0,86.0,yes,low,2,5,B
S00393,18,male,17,kinesthetic,13,yes,68.0,73.0,80.0,no,medium,6,5,B
S00394,27,female,16,kinesthetic,19,yes,87.0,59.0,100.0,no,high,0,4,C
S00395,18,female,23,auditory,3,no,56.0,69.0,74.0,yes,medium,9,7,C
S00396,23,male,34,reading/writing,10,yes,100.0,59.0,80.0,no,medium,16,4,C
S00397,27,male,9,reading/writing,12,yes,76.0,47.0,100.0,yes,medium,14,6,D
S00398,29,male,35,visual,11,no,81.0,47.0,50.0,no,medium,21,7,D
S00399,23,male,30,reading/writing,19,yes,52.0,66.0,50.0,yes,high,10,7,C
S00400,26,female,9,visual,3,yes,57.0,80.0,64.0,no,medium,29,7,B
S00401,18,female,38,auditory,16,yes,50.0,72.0,62.0,no,low,3,6,B
S00402,29,female,25,reading/writing,13,yes,71.0,59.0,77.0,yes,high,30,4,C
S00403,26,male,18,auditory,10,yes,77.0,97.0,96.0,yes,medium,11,5,A
S00404,19,male,44,kinesthetic,13,yes,94.0,88.0,62.0,yes,medium,1,10,A
S00405,28,female,36,reading/writing,20,no,76.0,48.0,51.0,yes,high,28,10,D
S00406,24,male,15,visual,8,yes,59.0,68.0,71.0,yes,high,30,4,C
S00407,20,female,10,visual,20,yes,93.0,51.0,50.0,yes,medium,20,10,D
S00408,19,female,10,visual,17,no,61.0,65.0,64.0,no,medium,3,10,C
S00409,23,male,11,visual,20,no,72.0,53.0,62.0,yes,medium,11,9,D
S00410,26,male,39,reading/writing,4,no,89.0,66.0,89.0,yes,low,2,6,C
S00411,21,female,5,auditory,0,yes,57.0,42.0,52.0,yes,medium,14,4,D
S00412,20,male,22,auditory,14,no,58.0,51.0,89.0,yes,low,11,5,D
S00413,19,male,40,kinesthetic,15,yes,59.0,56.0,75.0,yes,medium,0,8,C
S00414,27,female,20,visual,9,yes,81.0,44.0,55.0,yes,high,4,5,D
S00415,19,female,21,reading/writing,13,no,79.0,76.0,60.0,no,low,1,10,B
S00416,27,male,36,auditory,0,no,85.0,57.0,69.0,yes,medium,0,7,C
S00417,26,male,23,visual,2,yes,69.0,46.0,71.0,no,medium,14,9,D
S00418,18,other,43,visual,7,no,50.0,47.0,100.0,no,medium,26,7,D
S00419,23,male,21,visual,10,yes,64.0,98.0,81.0,yes,high,15,8,A
S00420,21,male,16,kinesthetic,14,yes,68.0,42.0,85.0,yes,medium,2,8,D
S00421,19,female,37,visual,16,no,80.0,63.0,50.0,no,medium,3,7,C
S00422,29,male,35,kinesthetic,17,yes,77.0,49.0,88.0,yes,medium,13,10,D
S00423,24,male,47,reading/writing,5,yes,52.0,85.0,83.0,yes,high,7,8,A
S00424,29,other,13,visual,0,no,67.0,73.0,68.0,yes,medium,25,6,B
S00425,25,female,41,auditory,0,no,64.0,84.0,72.0,no,medium,26,10,B
S00426,29,female,38,visual,12,yes,67.0,63.0,66.0,yes,medium,5,7,C
S00427,25,male,41,reading/writing,0,no,100.0,42.0,89.0,no,low,4,6,D
S00428,25,female,35,kinesthetic,16,no,99.0,51.0,97.0,yes,low,26,6,D
S00429,28,other,34,auditory,18,no,64.0,50.0,87.0,yes,low,19,8,D
S00430,18,female,37,reading/writing,6,yes,66.0,64.0,78.0,no,medium,11,5,C
S00431,21,male,28,kinesthetic,2,yes,82.0,73.0,79.0,yes,low,28,4,B
S00432,26,male,39,kinesthetic,14,yes,67.0,42.0,100.0,yes,low,5,8,D
S00433,29,female,37,reading/writing,17,yes,91.0,66.0,55.0,yes,medium,11,5,C
S00434,21,male,25,visual,17,yes,88.0,92.0,79.0,no,medium,11,6,A
S00435,18,female,25,visual,20,yes,57.0,79.0,96.0,yes,medium,18,9,B
S00436,18,male,46,visual,19,yes,83.0,42.0,95.0,yes,high,16,8,D
S00437,20,male,18,reading/writing,4,no,59.0,74.0,69.0,no,medium,18,7,B
S00438,27,male,28,reading/writing,18,yes,72.0,56.0,51.0,yes,medium,27,9,C
S00439,27,male,19,reading/writing,11,yes,78.0,82.0,58.0,yes,medium,1,6,B
S00440,28,female,30,kinesthetic,11,no,50.0,94.0,76.0,yes,medium,20,8,A
S00441,22,female,45,visual,19,no,95.0,49.0,94.0,yes,low,11,9,D
S00442,26,female,45,visual,5,yes,97.0,55.0,62.0,yes,medium,25,7,C
S00443,25,female,15,kinesthetic,15,no,96.0,90.0,65.0,yes,high,22,4,A
S00444,27,male,8,visual,11,no,89.0,55.0,75.0,no,low,2,8,C
S00445,20,male,25,visual,4,no,100.0,93.0,64.0,yes,medium,18,10,A
S00446,22,male,16,reading/writing,5,no,88.0,80.0,53.0,yes,medium,10,7,B
S00447,25,female,44,kinesthetic,15,no,75.0,85.0,73.0,yes,medium,4,8,A
S00448,22,female,22,visual,11,no,67.0,99.0,79.0,yes,medium,9,5,A
S00449,21,female,32,auditory,17,no,82.0,47.0,98.0,yes,high,8,8,D
S00450,23,male,27,reading/writing,10,yes,80.0,77.0,84.0,yes,medium,29,10,B
S00451,25,male,11,reading/writing,7,yes,94.0,52.0,98.0,yes,medium,7,10,D
S00452,21,male,30,visual,9,yes,90.0,68.0,77.0,yes,high,21,4,C
S00453,27,female,15,reading/writing,8,no,72.0,76.0,73.0,no,medium,3,10,B
S00454,18,female,22,visual,6,no,69.0,59.0,100.0,yes,medium,10,8,C
S00455,28,male,7,auditory,15,yes,99.0,86.0,97.0,yes,medium,14,7,A
S00456,21,male,46,kinesthetic,4,no,55.0,47.0,96.0,no,medium,13,4,D
S00457,19,male,6,kinesthetic,0,yes,68.0,99.0,68.0,yes,low,30,10,A
S00458,19,other,26,reading/writing,4,no,93.0,89.0,79.0,yes,high,9,4,A
S00459,28,male,42,auditory,8,yes,90.0,57.0,61.0,yes,medium,28,5,C
S00460,28,female,34,visual,8,yes,68.0,66.0,70.0,yes,medium,5,10,C
S00461,22,male,7,visual,13,yes,89.0,92.0,94.0,no,low,27,8,A
S00462,19,male,18,visual,15,yes,50.0,97.0,75.0,yes,medium,14,7,A
S00463,19,female,24,reading/writing,0,yes,67.0,46.0,94.0,no,low,20,8,D
S00464,21,male,5,kinesthetic,18,yes,65.0,100.0,57.0,no,low,16,6,A
S00465,28,male,15,visual,5,no,71.0,51.0,50.0,yes,medium,21,9,D
S00466,29,male,15,auditory,5,yes,72.0,94.0,66.0,no,medium,9,4,A
S00467,24,male,26,visual,3,yes,76.0,77.0,56.0,no,medium,26,6,B
S00468,29,male,39,reading/writing,7,no,96.0,54.0,53.0,yes,medium,26,7,D
S00469,22,female,35,auditory,19,yes,50.0,60.0,56.0,yes,low,9,4,C
S00470,25,female,13,reading/writing,7,yes,78.0,49.0,93.0,yes,low,5,5,D
S00471,27,female,26,auditory,3,no,55.0,71.0,71.0,no,high,16,7,B
S00472,29,female,47,reading/writing,15,yes,58.0,47.0,55.0,yes,low,10,9,D
S00473,28,male,23,auditory,6,no,73.0,100.0,75.0,no,medium,8,6,A
S00474,29,female,13,kinesthetic,20,no,50.0,84.0,86.0,yes,medium,20,6,B
S00475,26,other,14,visual,5,yes,97.0,76.0,70.0,yes,high,25,8,B
S00476,20,male,13,kinesthetic,1,yes,78.0,48.0,81.0,no,medium,17,6,D
S00477,28,male,36,reading/writing,4,yes,82.0,85.0,72.0,yes,high,24,7,A
S00478,21,female,22,reading/writing,5,yes,73.0,47.0,79.0,yes,low,29,6,D
S00479,24,female,48,auditory,15,no,64.0,62.0,53.0,yes,low,8,10,C
S00480,23,male,32,auditory,16,yes,84.0,68.0,98.0,yes,medium,4,8,C
S00481,18,female,43,auditory,1,yes,87.0,51.0,62.0,yes,medium,5,6,D
S00482,23,female,9,auditory,16,yes,92.0,77.0,71.0,yes,low,28,5,B
S00483,28,male,28,reading/writing,11,yes,56.0,92.0,70.0,no,low,25,8,A
S00484,26,male,27,kinesthetic,16,no,55.0,88.0,82.0,yes,medium,28,4,A
S00485,23,male,37,visual,19,no,60.0,86.0,83.0,yes,medium,0,5,A
S00486,28,male,16,auditory,16,no,62.0,60.0,71.0,yes,medium,2,10,C
S00487,29,female,6,kinesthetic,17,no,77.0,55.0,83.0,yes,high,5,6,C
S00488,23,male,9,kinesthetic,0,no,69.0,53.0,79.0,yes,low,3,7,D
S00489,28,male,47,kinesthetic,16,yes,55.0,40.0,96.0,yes,low,28,5,D
S00490,18,male,8,auditory,15,yes,54.0,50.0,78.0,no,low,24,9,D
S00491,27,male,39,visual,1,yes,86.0,89.0,80.0,yes,low,15,8,A
S00492,28,male,6,reading/writing,15,yes,94.0,48.0,73.0,yes,low,29,4,D
S00493,26,male,47,auditory,9,yes,82.0,75.0,92.0,yes,low,19,5,B
S00494,21,male,42,reading/writing,17,yes,90.0,56.0,98.0,yes,medium,2,9,C
S00495,25,female,36,reading/writing,11,no,94.0,71.0,98.0,yes,high,14,5,B
S00496,24,female,40,auditory,0,no,90.0,83.0,78.0,yes,medium,25,7,B
S00497,23,female,25,visual,18,yes,77.0,78.0,89.0,yes,medium,23,9,B
S00498,24,female,23,kinesthetic,9,yes,54.0,66.0,76.0,yes,low,10,9,C
S00499,28,male,41,visual,4,yes,53.0,49.0,54.0,yes,high,4,7,D
S00500,21,male,40,auditory,14,yes,87.0,70.0,84.0,no,low,3,8,B
S00501,20,female,30,visual,18,yes,99.0,60.0,66.0,yes,low,27,6,C
S00502,20,female,39,reading/writing,20,yes,79.0,68.0,71.0,yes,high,20,6,C
S00503,22,male,45,visual,15,yes,91.0,73.0,60.0,no,medium,20,10,B
S00504,25,male,17,auditory,4,no,59.0,79.0,59.0,yes,high,15,5,B
S00505,29,female,43,auditory,13,yes,92.0,86.0,85.0,yes,medium,20,10,A
S00506,20,female,37,reading/writing,3,yes,60.0,89.0,95.0,yes,medium,20,10,A
S00507,18,male,35,auditory,0,yes,70.0,75.0,100.0,no,medium,6,4,B
S00508,23,female,40,visual,17,no,79.0,41.0,95.0,yes,medium,14,6,D
S00509,21,female,37,kinesthetic,14,yes,82.0,95.0,69.0,no,low,20,6,A
S00510,27,female,26,visual,8,yes,66.0,47.0,66.0,yes,medium,6,6,D
S00511,24,female,22,auditory,11,yes,79.0,42.0,65.0,yes,medium,6,9,D
S00512,24,male,38,reading/writing,5,yes,73.0,40.0,52.0,yes,medium,23,5,D
S00513,21,other,9,reading/writing,9,no,86.0,59.0,84.0,yes,medium,7,6,C
S00514,19,male,23,auditory,17,no,86.0,44.0,73.0,no,low,23,6,D
S00515,20,male,37,auditory,3,yes,73.0,92.0,86.0,yes,medium,10,9,A
S00516,19,male,25,kinesthetic,5,yes,70.0,41.0,81.0,yes,medium,12,6,D
S00517,27,female,47,visual,19,no,92.0,51.0,87.0,yes,low,9,6,D
S00518,20,female,39,visual,14,no,98.0,78.0,81.0,yes,medium,4,6,B
S00519,25,female,42,reading/writing,15,yes,76.0,88.0,56.0,yes,medium,7,6,A
S00520,22,female,29,reading/writing,2,no,88.0,55.0,79.0,yes,low,30,7,C
S00521,19,male,29,kinesthetic,15,yes,65.0,71.0,67.0,no,medium,11,4,B
S00522,23,male,18,kinesthetic,20,yes,68.0,100.0,93.0,yes,high,12,10,A
S00523,20,male,35,visual,9,no,97.0,63.0,73.0,yes,high,28,4,C
S00524,20,female,47,reading/writing,15,no,67.0,68.0,53.0,yes,low,9,9,C
S00525,21,female,40,auditory,13,yes,73.0,48.0,73.0,no,low,18,6,D
S00526,19,male,28,visual,8,yes,65.0,68.0,75.0,no,medium,17,9,C
S00527,19,female,35,visual,4,yes,73.0,77.0,57.0,yes,high,17,4,B
S00528,25,female,39,reading/writing,13,yes,61.0,65.0,62.0,yes,medium,12,5,C
S00529,26,female,27,auditory,6,yes,93.0,79.0,82.0,yes,low,9,6,B
S00530,26,female,49,reading/writing,16,yes,65.0,80.0,57.0,yes,medium,8,4,B
S00531,26,male,39,kinesthetic,12,yes,73.0,100.0,62.0,yes,medium,14,10,A
S00532,21,female,36,reading/writing,4,no,78.0,61.0,56.0,yes,high,29,4,C
S00533,21,male,38,reading/writing,6,no,83.0,95.0,96.0,yes,medium,1,9,A
S00534,23,male,30,visual,7,yes,76.0,79.0,81.0,yes,low,22,6,B
S00535,23,male,7,visual,19,yes,93.0,71.0,96.0,yes,medium,13,10,B
S00536,27,female,23,reading/writing,16,no,89.0,43.0,78.0,yes,medium,20,6,D
S00537,23,female,44,reading/writing,1,no,82.0,80.0,74.0,yes,medium,5,4,B
S00538,29,female,34,kinesthetic,3,no,84.0,83.0,55.0,yes,medium,21,4,B
S00539,19,female,5,kinesthetic,14,no,89.0,42.0,65.0,yes,low,29,4,D
S00540,23,other,10,kinesthetic,17,yes,56.0,42.0,75.0,yes,medium,12,10,D
S00541,22,male,37,auditory,7,no,90.0,68.0,73.0,no,medium,20,6,C
S00542,22,male,18,auditory,13,yes,93.0,100.0,90.0,yes,medium,6,5,A
S00543,27,female,9,reading/writing,17,no,55.0,56.0,65.0,yes,medium,1,5,C
S00544,24,female,33,auditory,1,yes,55.0,68.0,69.0,yes,medium,8,5,C
S00545,21,female,43,reading/writing,18,yes,93.0,60.0,54.0,yes,high,10,5,C
S00546,29,male,33,kinesthetic,18,yes,83.0,62.0,59.0,yes,medium,2,9,C
S00547,29,male,9,reading/writing,20,no,59.0,96.0,83.0,no,medium,10,6,A
S00548,18,male,35,kinesthetic,7,no,96.0,61.0,99.0,yes,medium,23,10,C
S00549,21,female,13,visual,0,yes,78.0,91.0,65.0,no,medium,28,5,A
S00550,23,male,43,kinesthetic,3,yes,66.0,97.0,67.0,no,high,2,10,A
S00551,19,male,31,kinesthetic,10,no,98.0,41.0,75.0,yes,medium,7,7,D
S00552,26,female,10,kinesthetic,13,no,54.0,73.0,70.0,yes,high,0,7,B
S00553,23,female,22,kinesthetic,14,yes,53.0,97.0,62.0,yes,medium,17,5,A
S00554,19,male,34,auditory,13,yes,76.0,94.0,65.0,yes,high,15,5,A
S00555,20,male,23,auditory,12,yes,75.0,96.0,65.0,yes,low,28,7,A
S00556,25,female,31,auditory,9,no,67.0,58.0,79.0,yes,medium,19,5,C
S00557,27,female,20,reading/writing,4,yes,62.0,90.0,99.0,yes,medium,10,4,A
S00558,19,male,5,kinesthetic,2,no,69.0,44.0,63.0,yes,low,30,6,D
S00559,25,female,7,visual,13,yes,67.0,67.0,79.0,yes,medium,3,6,C
S00560,21,female,29,kinesthetic,3,no,82.0,81.0,53.0,yes,low,21,4,B
S00561,25,male,37,auditory,10,no,75.0,78.0,65.0,yes,high,18,8,B
S00562,22,male,45,auditory,0,yes,81.0,95.0,76.0,no,low,8,7,A
S00563,29,female,48,reading/writing,20,no,58.0,96.0,76.0,no,low,4,9,A
S00564,22,other,42,visual,14,no,69.0,61.0,83.0,no,low,29,7,C
S00565,29,female,33,auditory,11,no,75.0,83.0,89.0,yes,high,6,8,B
S00566,20,male,37,auditory,0,no,95.0,70.0,56.0,yes,medium,17,9,B
S00567,28,female,29,visual,6,yes,68.0,53.0,95.0,yes,medium,19,8,D
S00568,27,male,26,kinesthetic,0,yes,75.0,52.0,67.0,yes,low,14,8,D
S00569,24,male,16,kinesthetic,10,no,58.0,79.0,55.0,no,low,1,8,B
S00570,28,female,12,kinesthetic,15,yes,58.0,100.0,72.0,no,low,23,7,A
S00571,18,male,34,reading/writing,18,no,63.0,56.0,72.0,yes,medium,18,6,C
S00572,19,female,6,visual,17,yes,83.0,48.0,81.0,yes,low,29,10,D
S00573,20,female,12,auditory,0,no,66.0,92.0,66.0,no,low,4,10,A
S00574,27,male,34,kinesthetic,12,no,72.0,48.0,84.0,no,medium,22,9,D
S00575,20,female,43,visual,1,yes,64.0,90.0,93.0,yes,high,19,7,A
S00576,24,male,25,reading/writing,18,yes,95.0,48.0,82.0,yes,medium,0,7,D
S00577,22,other,22,auditory,19,no,70.0,47.0,63.0,no,medium,22,6,D
S00578,24,female,36,reading/writing,4,yes,79.0,97.0,63.0,yes,high,10,5,A
S00579,26,male,22,reading/writing,13,yes,85.0,92.0,84.0,no,high,3,9,A
S00580,25,male,20,kinesthetic,20,yes,52.0,53.0,85.0,yes,low,13,4,D
S00581,26,male,24,visual,6,no,87.0,81.0,94.0,yes,low,26,7,B
S00582,19,female,8,visual,6,yes,57.0,89.0,66.0,yes,medium,9,6,A
S00583,22,male,38,visual,10,no,80.0,75.0,73.0,yes,high,0,5,B
S00584,21,female,23,kinesthetic,4,yes,97.0,79.0,80.0,yes,medium,13,8,B
S00585,18,male,28,reading/writing,20,no,55.0,68.0,72.0,no,low,27,10,C
S00586,25,other,13,visual,20,no,51.0,84.0,51.0,yes,medium,10,8,B
S00587,28,female,35,auditory,4,no,58.0,73.0,100.0,no,low,7,6,B
S00588,27,female,17,visual,19,yes,82.0,53.0,90.0,yes,medium,12,10,D
S00589,22,male,16,reading/writing,14,yes,92.0,75.0,59.0,no,high,0,5,B
S00590,21,female,6,kinesthetic,8,yes,53.0,98.0,92.0,yes,high,1,7,A
S00591,22,male,12,auditory,1,yes,54.0,42.0,80.0,no,low,4,8,D
S00592,20,male,19,auditory,20,yes,56.0,70.0,86.0,yes,medium,23,9,B
S00593,28,female,25,reading/writing,0,yes,63.0,96.0,75.0,no,low,4,7,A
S00594,28,male,28,reading/writing,17,yes,55.0,56.0,92.0,no,high,8,4,C
S00595,23,male,27,auditory,15,no,81.0,76.0,93.0,yes,low,25,10,B
S00596,28,male,41,kinesthetic,7,yes,69.0,59.0,52.0,no,medium,2,6,C
S00597,26,female,33,visual,7,no,79.0,72.0,70.0,yes,medium,28,6,B
S00598,18,male,34,reading/writing,7,yes,65.0,41.0,94.0,no,medium,2,6,D
S00599,18,female,48,kinesthetic,11,yes,88.0,65.0,89.0,no,low,6,7,C
S00600,20,female,35,reading/writing,8,no,59.0,77.0,85.0,no,high,18,7,B
S00601,29,male,39,auditory,17,yes,81.0,91.0,91.0,yes,high,11,6,A
S00602,26,female,36,kinesthetic,2,yes,85.0,81.0,62.0,yes,medium,16,5,B
S00603,29,female,38,auditory,9,yes,52.0,71.0,66.0,yes,medium,20,6,B
S00604,28,male,25,visual,5,yes,83.0,76.0,60.0,no,low,16,10,B
S00605,25,male,29,reading/writing,0,yes,96.0,44.0,65.0,yes,medium,6,4,D
S00606,24,other,32,kinesthetic,11,yes,56.0,99.0,85.0,yes,high,3,10,A
S00607,21,female,45,auditory,5,no,92.0,73.0,97.0,yes,low,27,5,B
S00608,28,other,49,auditory,12,no,79.0,60.0,80.0,no,high,3,4,C
S00609,18,female,35,auditory,19,no,87.0,90.0,75.0,yes,high,16,10,A
S00610,27,female,19,visual,10,no,77.0,45.0,88.0,no,low,30,9,D
S00611,19,male,5,auditory,2,yes,67.0,76.0,70.0,yes,medium,1,10,B
S00612,20,female,9,reading/writing,7,yes,72.0,84.0,64.0,no,medium,23,6,B
S00613,19,female,38,visual,18,yes,51.0,93.0,80.0,no,low,1,9,A
S00614,28,other,49,kinesthetic,20,yes,73.0,96.0,97.0,yes,low,11,9,A
S00615,27,female,22,reading/writing,14,yes,80.0,79.0,81.0,yes,high,0,9,B
S00616,20,female,29,kinesthetic,14,no,51.0,74.0,87.0,yes,medium,25,8,B
S00617,18,female,16,kinesthetic,16,no,90.0,80.0,79.0,yes,medium,20,8,B
S00618,23,female,39,reading/writing,0,yes,73.0,86.0,72.0,yes,medium,23,7,A
S00619,21,male,21,kinesthetic,18,no,61.0,48.0,94.0,no,low,6,5,D
S00620,23,female,48,auditory,8,no,91.0,44.0,58.0,yes,high,0,5,D
S00621,25,other,46,kinesthetic,4,yes,96.0,65.0,89.0,no,high,4,8,C
S00622,27,female,28,visual,14,no,79.0,64.0,58.0,yes,medium,20,9,C
S00623,25,female,18,reading/writing,11,yes,80.0,80.0,68.0,yes,medium,2,6,B
S00624,23,female,22,auditory,13,yes,68.0,76.0,89.0,no,medium,15,5,B
S00625,18,female,32,visual,12,no,54.0,93.0,73.0,yes,medium,22,8,A
S00626,29,male,39,visual,11,yes,77.0,58.0,75.0,yes,medium,22,6,C
S00627,26,male,49,auditory,15,yes,56.0,87.0,51.0,yes,medium,30,9,A
S00628,29,male,49,kinesthetic,20,yes,69.0,54.0,51.0,yes,low,8,4,D
S00629,21,male,17,reading/writing,9,no,92.0,81.0,89.0,no,low,25,5,B
S00630,20,female,14,auditory,13,yes,93.0,62.0,64.0,yes,medium,21,7,C
S00631,22,female,43,kinesthetic,5,no,96.0,56.0,88.0,no,low,6,8,C
S00632,24,male,27,auditory,4,no,99.0,95.0,95.0,yes,high,0,4,A
S00633,18,male,35,reading/writing,8,no,88.0,64.0,87.0,yes,low,24,9,C
S00634,23,male,35,reading/writing,3,yes,98.0,83.0,81.0,no,high,8,7,B
S00635,23,male,44,visual,16,yes,56.0,92.0,60.0,no,high,23,4,A
S00636,28,other,11,auditory,4,no,91.0,78.0,65.0,no,high,20,6,B
S00637,20,female,45,auditory,8,yes,92.0,68.0,60.0,no,medium,3,8,C
S00638,28,female,49,reading/writing,18,no,84.0,66.0,99.0,yes,low,27,8,C
S00639,22,female,11,visual,1,yes,87.0,91.0,69.0,yes,low,5,6,A
S00640,26,female,7,kinesthetic,8,yes,76.0,40.0,86.0,no,low,22,8,D
S00641,21,male,36,reading/writing,6,no,54.0,95.0,82.0,yes,low,8,6,A
S00642,27,female,36,visual,14,yes,59.0,64.0,62.0,yes,medium,5,5,C
S00643,26,female,42,kinesthetic,1,yes,96.0,92.0,84.0,yes,low,28,8,A
